url	dates	Title	Sentiment	category
https://www.automobil-industrie.vogel.de/ladekonzepte-bei-audi-lieber-schnell-als-weit-a-f4ef8c1b0a0f0c375ed23462ec735b89/	2022-10-11	Elektromobilität Ladekonzepte bei Audi: Lieber schnell als weit	neutral	emobility
https://www.automobil-industrie.vogel.de/test-des-audi-q4-e-tron-50-quattro-a-a8d37b4b0e81f3d25eda1dddfc9aeb23/	2022-10-11	Fahrbericht Audi Q4 E-Tron 50 Quattro: Milchkaffee und Snacks	positive	emobility
https://www.automobil-industrie.vogel.de/ariel-hipercar-koennte-in-zwei-jahren-starten-a-9cb77caa6c5c6fe6699d03caa9025f9f/	2022-10-11	E-Sportwagen Ariel Hipercar könnte in zwei Jahren starten	positive	emobility
https://www.automobil-industrie.vogel.de/chinas-plan-vier-millionen-autos-mit-wechselakku-im-jahr-2025-a-a3591fec1b9078e2279e184716a809e3/	2022-10-11	E-Mobilität Chinas Plan: Vier Millionen Autos mit Wechselakku im Jahr 2025	positive	emobility
https://www.automobil-industrie.vogel.de/wie-der-sportwagenhersteller-dallara-das-modell-stradale-elektrifziert-hat-a-9224a2bc68d5b1e9b1a33e77e5eb207f/	2022-10-12	Motorsport Engineering Dallara Stradale: Wie der Supersportler elektrisch wurde	neutral	emobility
https://www.automobil-industrie.vogel.de/quantron-und-eto-motors-beschliessen-zusammenarbeit-a-349a4c73d445c3c54d11230ee4b7e42d/	2022-10-12	Alternative Antriebe Quantron und ETO Motors beschließen Zusammenarbeit	positive	emobility
https://www.automobil-industrie.vogel.de/valeo-erhaelt-grossauftraege-fuer-thermosysteme-a-9340f8ed83c4c49ca2085acfb5a21b61/	2022-10-13	E-Mobilität Valeo erhält Großaufträge für Thermosysteme	positive	emobility
https://www.automobil-industrie.vogel.de/premiere-des-polestar-3-a-92849c15969cb247581297199fa1f89a/	2022-10-13	Elektro-SUV So sieht der Polestar 3 aus	neutral	emobility
https://www.automobil-industrie.vogel.de/e-mobilitaet-solarauto-sion-sono-motors-a-458856ffec0722e6126f94ccc0ee2d56/	2022-10-13	E-Mobilität Sono Motors: „Da sehen wir uns als Systemlieferant“	positive	emobility
https://www.automobil-industrie.vogel.de/e-auto-boom-treibt-erholung-des-chinesischen-automarkts-an-a-8ce6a8ad4922d7be6cc52906512d7784/	2022-10-13	Absatz E-Auto-Boom treibt Erholung des chinesischen Automarkts an	positive	emobility
https://www.automobil-industrie.vogel.de/e-auto-von-sony-und-honda-kommt-2026-a-4f23ce3487ed505e8694d9a2fc85d34a/	2022-10-14	E-Mobilität E-Auto von Sony und Honda kommt 2026	positive	emobility
https://www.automobil-industrie.vogel.de/hella-und-geely-wollen-steer-by-wire-bis-2026-in-serie-bringen-a-ec19e68a62e1cf40f639ce1ba6a1efda/	2022-10-14	Fahrwerk Steer-by-Wire: Hella und Geely planen Serienreife 2026	neutral	emobility
https://www.automobil-industrie.vogel.de/weltrekord-0-auf-100-unter-15-sekunden-a-aee93d74f61788dec7f45155d176c861/	2022-10-17	Elektromobilität Weltrekord: 0 auf 100 unter 1,5 Sekunden	positive	emobility
https://www.automobil-industrie.vogel.de/europaeische-autohersteller-hinken-hinterher-a-b94831733fb884f9594974c91d2145cb/	2022-10-17	E-Mobilität Europäische Autohersteller hinken hinterher	negativ	emobility
https://www.automobil-industrie.vogel.de/audi-entwickelt-feinstaub-filter-fuer-e-autos-a-0fecdbef35be96890b3482c785ed7947/	2022-10-17	Audi Feinstaub-Filter für E-Autos	neutral	emobility
https://www.automobil-industrie.vogel.de/mercedes-eqe-suv-statt-t-modell-a-bc1028c355066f068fcab2246c28d9e4/	2022-10-17	Neue Modelle Mercedes EQE: SUV statt T-Modell	neutral	emobility
